transaction_id,transaction_date,product_id,product_title,category,quantity,unit_price,total_amount,customer_id,extracted_at
TXN000162,2026-01-03 10:34:55,4,Mens Casual Slim Fit,men's clothing,4,15.99,63.96,CUST0059,2026-02-07 10:34:55.289588
TXN000163,2025-12-22 10:34:55,6,Solid Gold Petite Micropave ,jewelery,1,168.0,168.0,CUST0143,2026-02-07 10:34:55.289925
TXN000164,2026-01-14 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,1,22.3,22.3,CUST0146,2026-02-07 10:34:55.290182
TXN000165,2026-01-14 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,3,12.99,38.97,CUST0179,2026-02-07 10:34:55.290452
TXN000166,2026-01-16 10:34:55,7,White Gold Plated Princess,jewelery,3,9.99,29.97,CUST0118,2026-02-07 10:34:55.290745
TXN000167,2026-01-21 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,4,64.0,256.0,CUST0143,2026-02-07 10:34:55.291017
TXN000168,2025-12-16 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,1,64.0,64.0,CUST0027,2026-02-07 10:34:55.291263
TXN000169,2025-11-17 10:34:55,3,Mens Cotton Jacket,men's clothing,5,55.99,279.95,CUST0159,2026-02-07 10:34:55.291495
TXN000170,2026-01-06 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,3,10.99,32.97,CUST0089,2026-02-07 10:34:55.291789
TXN000171,2026-01-27 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,2,29.95,59.9,CUST0015,2026-02-07 10:34:55.292050
TXN000172,2025-12-20 10:34:55,6,Solid Gold Petite Micropave ,jewelery,5,168.0,840.0,CUST0139,2026-02-07 10:34:55.292333
TXN000173,2025-11-17 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,2,22.3,44.6,CUST0184,2026-02-07 10:34:55.292580
TXN000174,2026-02-03 10:34:55,6,Solid Gold Petite Micropave ,jewelery,1,168.0,168.0,CUST0001,2026-02-07 10:34:55.292862
TXN000175,2025-11-15 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,3,114.0,342.0,CUST0102,2026-02-07 10:34:55.293291
TXN000176,2026-01-09 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,2,29.95,59.9,CUST0054,2026-02-07 10:34:55.293853
TXN000177,2025-11-30 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,3,56.99,170.97,CUST0195,2026-02-07 10:34:55.294661
TXN000178,2026-01-23 10:34:55,6,Solid Gold Petite Micropave ,jewelery,2,168.0,336.0,CUST0069,2026-02-07 10:34:55.295634
TXN000179,2025-11-16 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,3,10.99,32.97,CUST0194,2026-02-07 10:34:55.296309
TXN000180,2026-01-28 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,2,9.85,19.7,CUST0065,2026-02-07 10:34:55.297152
TXN000181,2025-12-22 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,5,695.0,3475.0,CUST0067,2026-02-07 10:34:55.297645
TXN000182,2026-02-06 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,5,114.0,570.0,CUST0190,2026-02-07 10:34:55.298210
TXN000183,2026-01-26 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,5,22.3,111.5,CUST0053,2026-02-07 10:34:55.298721
TXN000184,2026-01-14 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,2,12.99,25.98,CUST0082,2026-02-07 10:34:55.299380
TXN000185,2025-12-13 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,2,7.95,15.9,CUST0101,2026-02-07 10:34:55.299912
TXN000186,2025-12-14 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0151,2026-02-07 10:34:55.300355
TXN000187,2025-12-27 10:34:55,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1,999.99,999.99,CUST0008,2026-02-07 10:34:55.301288
TXN000188,2026-01-20 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0121,2026-02-07 10:34:55.302066
TXN000189,2025-12-03 10:34:55,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,3,599.0,1797.0,CUST0142,2026-02-07 10:34:55.302635
TXN000190,2026-02-03 10:34:55,6,Solid Gold Petite Micropave ,jewelery,2,168.0,336.0,CUST0170,2026-02-07 10:34:55.303124
TXN000191,2025-12-21 10:34:55,7,White Gold Plated Princess,jewelery,1,9.99,9.99,CUST0037,2026-02-07 10:34:55.303670
TXN000192,2026-01-08 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0066,2026-02-07 10:34:55.304305
TXN000193,2025-12-10 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0137,2026-02-07 10:34:55.304713
TXN000194,2026-01-04 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,2,39.99,79.98,CUST0172,2026-02-07 10:34:55.305035
TXN000195,2026-01-17 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,5,12.99,64.95,CUST0154,2026-02-07 10:34:55.305332
TXN000196,2026-02-01 10:34:55,3,Mens Cotton Jacket,men's clothing,1,55.99,55.99,CUST0123,2026-02-07 10:34:55.305681
TXN000197,2025-12-15 10:34:55,4,Mens Casual Slim Fit,men's clothing,1,15.99,15.99,CUST0015,2026-02-07 10:34:55.305960
TXN000198,2025-12-01 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,1,29.95,29.95,CUST0154,2026-02-07 10:34:55.306228
TXN000199,2025-12-12 10:34:55,4,Mens Casual Slim Fit,men's clothing,2,15.99,31.98,CUST0169,2026-02-07 10:34:55.306573
TXN000200,2026-02-05 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,3,695.0,2085.0,CUST0068,2026-02-07 10:34:55.306870
TXN000201,2025-12-18 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,5,109.0,545.0,CUST0114,2026-02-07 10:34:55.307142
TXN000202,2026-01-26 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,1,109.0,109.0,CUST0116,2026-02-07 10:34:55.308128
TXN000203,2026-01-20 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,5,7.95,39.75,CUST0171,2026-02-07 10:34:55.308807
TXN000204,2025-11-10 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,3,10.99,32.97,CUST0150,2026-02-07 10:34:55.309110
TXN000205,2026-01-26 10:34:55,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,4,999.99,3999.96,CUST0167,2026-02-07 10:34:55.309391
TXN000206,2025-12-20 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,1,39.99,39.99,CUST0035,2026-02-07 10:34:55.309678
TXN000207,2026-01-06 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,5,10.99,54.95,CUST0155,2026-02-07 10:34:55.309929
TXN000208,2026-01-05 10:34:55,3,Mens Cotton Jacket,men's clothing,5,55.99,279.95,CUST0150,2026-02-07 10:34:55.310167
TXN000209,2025-11-09 10:34:55,4,Mens Casual Slim Fit,men's clothing,4,15.99,63.96,CUST0099,2026-02-07 10:34:55.310448
TXN000210,2026-01-31 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,1,7.95,7.95,CUST0095,2026-02-07 10:34:55.310713
TXN000211,2026-02-02 10:34:55,3,Mens Cotton Jacket,men's clothing,2,55.99,111.98,CUST0186,2026-02-07 10:34:55.310953
TXN000212,2025-11-18 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,1,9.85,9.85,CUST0046,2026-02-07 10:34:55.311516
TXN000213,2026-02-05 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,2,56.99,113.98,CUST0090,2026-02-07 10:34:55.312283
TXN000214,2026-01-06 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,1,7.95,7.95,CUST0123,2026-02-07 10:34:55.312953
TXN000215,2025-12-28 10:34:55,7,White Gold Plated Princess,jewelery,2,9.99,19.98,CUST0067,2026-02-07 10:34:55.313640
TXN000216,2026-01-16 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,2,109.0,218.0,CUST0101,2026-02-07 10:34:55.314015
TXN000217,2026-02-06 10:34:55,4,Mens Casual Slim Fit,men's clothing,5,15.99,79.95,CUST0090,2026-02-07 10:34:55.314414
TXN000218,2025-12-06 10:34:55,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,3,599.0,1797.0,CUST0183,2026-02-07 10:34:55.314774
TXN000219,2025-12-29 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,1,29.95,29.95,CUST0018,2026-02-07 10:34:55.315064
TXN000220,2025-12-27 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,4,114.0,456.0,CUST0013,2026-02-07 10:34:55.315335
TXN000221,2025-11-29 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,4,10.99,43.96,CUST0188,2026-02-07 10:34:55.315706
TXN000222,2026-01-19 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,4,109.0,436.0,CUST0177,2026-02-07 10:34:55.316043
TXN000223,2026-01-18 10:34:55,7,White Gold Plated Princess,jewelery,2,9.99,19.98,CUST0042,2026-02-07 10:34:55.316305
TXN000224,2025-11-24 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,3,695.0,2085.0,CUST0016,2026-02-07 10:34:55.316614
TXN000225,2026-01-12 10:34:55,7,White Gold Plated Princess,jewelery,5,9.99,49.95,CUST0076,2026-02-07 10:34:55.316854
TXN000226,2026-01-31 10:34:55,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,4,599.0,2396.0,CUST0143,2026-02-07 10:34:55.317087
TXN000227,2025-12-12 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,3,22.3,66.9,CUST0151,2026-02-07 10:34:55.317393
TXN000228,2025-12-22 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0041,2026-02-07 10:34:55.317736
TXN000229,2025-12-18 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,1,64.0,64.0,CUST0096,2026-02-07 10:34:55.318149
TXN000230,2026-01-14 10:34:55,7,White Gold Plated Princess,jewelery,1,9.99,9.99,CUST0081,2026-02-07 10:34:55.318711
TXN000231,2025-11-10 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,3,10.99,32.97,CUST0112,2026-02-07 10:34:55.319100
TXN000232,2026-01-08 10:34:55,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,5,599.0,2995.0,CUST0129,2026-02-07 10:34:55.319401
TXN000233,2025-12-17 10:34:55,3,Mens Cotton Jacket,men's clothing,4,55.99,223.96,CUST0022,2026-02-07 10:34:55.319708
TXN000234,2026-02-07 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,2,114.0,228.0,CUST0060,2026-02-07 10:34:55.319959
TXN000235,2025-12-12 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,5,56.99,284.95,CUST0032,2026-02-07 10:34:55.320204
TXN000236,2026-01-12 10:34:55,4,Mens Casual Slim Fit,men's clothing,4,15.99,63.96,CUST0056,2026-02-07 10:34:55.320506
TXN000237,2026-01-08 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,2,109.95,219.9,CUST0070,2026-02-07 10:34:55.320825
TXN000238,2025-11-26 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0090,2026-02-07 10:34:55.321094
TXN000239,2026-01-15 10:34:55,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,3,999.99,2999.97,CUST0003,2026-02-07 10:34:55.321362
TXN000240,2025-12-28 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,1,7.95,7.95,CUST0117,2026-02-07 10:34:55.321725
TXN000241,2026-01-07 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,1,22.3,22.3,CUST0056,2026-02-07 10:34:55.322211
TXN000242,2026-01-17 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,1,29.95,29.95,CUST0161,2026-02-07 10:34:55.322834
TXN000243,2025-11-29 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,3,7.95,23.85,CUST0190,2026-02-07 10:34:55.323324
TXN000244,2026-02-06 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,2,64.0,128.0,CUST0156,2026-02-07 10:34:55.323888
TXN000245,2025-12-04 10:34:55,3,Mens Cotton Jacket,men's clothing,5,55.99,279.95,CUST0045,2026-02-07 10:34:55.324395
TXN000246,2026-01-22 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,2,695.0,1390.0,CUST0162,2026-02-07 10:34:55.324961
TXN000247,2025-12-29 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0143,2026-02-07 10:34:55.325493
TXN000248,2026-01-03 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,4,22.3,89.2,CUST0050,2026-02-07 10:34:55.326034
TXN000249,2025-12-04 10:34:55,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,3,109.0,327.0,CUST0189,2026-02-07 10:34:55.326845
TXN000250,2026-01-19 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,2,7.95,15.9,CUST0062,2026-02-07 10:34:55.327368
TXN000251,2025-11-11 10:34:55,4,Mens Casual Slim Fit,men's clothing,1,15.99,15.99,CUST0084,2026-02-07 10:34:55.328204
TXN000252,2026-01-31 10:34:55,7,White Gold Plated Princess,jewelery,2,9.99,19.98,CUST0008,2026-02-07 10:34:55.329000
TXN000253,2026-01-15 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,4,56.99,227.96,CUST0153,2026-02-07 10:34:55.329944
TXN000254,2026-02-03 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3,109.95,329.85,CUST0153,2026-02-07 10:34:55.330526
TXN000255,2025-11-18 10:34:55,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,3,999.99,2999.97,CUST0151,2026-02-07 10:34:55.330997
TXN000256,2025-12-23 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,2,12.99,25.98,CUST0111,2026-02-07 10:34:55.331503
TXN000257,2025-11-15 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,1,9.85,9.85,CUST0176,2026-02-07 10:34:55.332005
TXN000258,2025-11-10 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,3,22.3,66.9,CUST0133,2026-02-07 10:34:55.332331
TXN000259,2026-01-22 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,1,39.99,39.99,CUST0058,2026-02-07 10:34:55.332629
TXN000260,2025-11-25 10:34:55,3,Mens Cotton Jacket,men's clothing,4,55.99,223.96,CUST0133,2026-02-07 10:34:55.332991
TXN000261,2025-11-13 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,4,39.99,159.96,CUST0130,2026-02-07 10:34:55.333300
TXN000262,2025-12-11 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,4,29.95,119.8,CUST0179,2026-02-07 10:34:55.333600
TXN000263,2026-01-09 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,4,9.85,39.4,CUST0017,2026-02-07 10:34:55.333945
TXN000264,2026-02-01 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,4,29.95,119.8,CUST0007,2026-02-07 10:34:55.334258
TXN000265,2025-11-11 10:34:55,3,Mens Cotton Jacket,men's clothing,4,55.99,223.96,CUST0141,2026-02-07 10:34:55.334540
TXN000266,2026-01-19 10:34:55,4,Mens Casual Slim Fit,men's clothing,3,15.99,47.97,CUST0017,2026-02-07 10:34:55.334864
TXN000267,2026-02-05 10:34:55,7,White Gold Plated Princess,jewelery,3,9.99,29.97,CUST0039,2026-02-07 10:34:55.335174
TXN000268,2025-11-13 10:34:55,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,1,109.0,109.0,CUST0095,2026-02-07 10:34:55.335454
TXN000269,2026-01-30 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,5,109.95,549.75,CUST0186,2026-02-07 10:34:55.335910
TXN000270,2025-11-30 10:34:55,3,Mens Cotton Jacket,men's clothing,3,55.99,167.97,CUST0048,2026-02-07 10:34:55.336411
TXN000271,2025-11-17 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,2,64.0,128.0,CUST0009,2026-02-07 10:34:55.336845
TXN000272,2026-01-31 10:34:55,6,Solid Gold Petite Micropave ,jewelery,2,168.0,336.0,CUST0099,2026-02-07 10:34:55.337159
TXN000273,2026-01-21 10:34:55,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,2,999.99,1999.98,CUST0112,2026-02-07 10:34:55.337474
TXN000274,2025-11-25 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0024,2026-02-07 10:34:55.337928
TXN000275,2026-01-28 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0146,2026-02-07 10:34:55.338399
TXN000276,2025-12-22 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,2,64.0,128.0,CUST0010,2026-02-07 10:34:55.338821
TXN000277,2026-02-01 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,5,22.3,111.5,CUST0177,2026-02-07 10:34:55.339203
TXN000278,2025-11-18 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,5,114.0,570.0,CUST0048,2026-02-07 10:34:55.339774
TXN000279,2025-12-15 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,3,695.0,2085.0,CUST0151,2026-02-07 10:34:55.343192
TXN000280,2026-01-25 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,5,39.99,199.95,CUST0019,2026-02-07 10:34:55.344150
TXN000281,2025-12-31 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0152,2026-02-07 10:34:55.344828
TXN000282,2026-01-22 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,2,56.99,113.98,CUST0185,2026-02-07 10:34:55.345670
TXN000283,2025-12-09 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,2,114.0,228.0,CUST0109,2026-02-07 10:34:55.346290
TXN000284,2025-11-15 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,1,109.95,109.95,CUST0156,2026-02-07 10:34:55.346832
TXN000285,2025-11-23 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,4,109.0,436.0,CUST0181,2026-02-07 10:34:55.347382
TXN000286,2025-11-11 10:34:55,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,4,10.99,43.96,CUST0151,2026-02-07 10:34:55.347898
TXN000287,2025-11-17 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,3,64.0,192.0,CUST0083,2026-02-07 10:34:55.348396
TXN000288,2026-01-22 10:34:55,4,Mens Casual Slim Fit,men's clothing,1,15.99,15.99,CUST0054,2026-02-07 10:34:55.348891
TXN000289,2026-01-16 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,2,39.99,79.98,CUST0127,2026-02-07 10:34:55.349336
TXN000290,2026-01-25 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,1,7.95,7.95,CUST0155,2026-02-07 10:34:55.349852
TXN000291,2025-12-15 10:34:55,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,3,29.95,89.85,CUST0123,2026-02-07 10:34:55.350242
TXN000292,2026-02-06 10:34:55,6,Solid Gold Petite Micropave ,jewelery,2,168.0,336.0,CUST0134,2026-02-07 10:34:55.350603
TXN000293,2026-01-18 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,1,9.85,9.85,CUST0051,2026-02-07 10:34:55.350939
TXN000294,2025-11-14 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,2,109.0,218.0,CUST0097,2026-02-07 10:34:55.351222
TXN000295,2025-11-15 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,5,695.0,3475.0,CUST0089,2026-02-07 10:34:55.351540
TXN000296,2026-02-06 10:34:55,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,2,12.99,25.98,CUST0018,2026-02-07 10:34:55.351851
TXN000297,2025-12-19 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,3,56.99,170.97,CUST0085,2026-02-07 10:34:55.352205
TXN000298,2025-11-23 10:34:55,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,4,999.99,3999.96,CUST0165,2026-02-07 10:34:55.352644
TXN000299,2025-12-17 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,1,39.99,39.99,CUST0086,2026-02-07 10:34:55.352985
TXN000300,2026-01-02 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,1,109.0,109.0,CUST0068,2026-02-07 10:34:55.353274
TXN000301,2025-12-10 10:34:55,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,5,56.99,284.95,CUST0089,2026-02-07 10:34:55.353600
TXN000302,2025-11-24 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,3,64.0,192.0,CUST0078,2026-02-07 10:34:55.353871
TXN000303,2025-11-29 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0045,2026-02-07 10:34:55.354133
TXN000304,2025-12-05 10:34:55,3,Mens Cotton Jacket,men's clothing,1,55.99,55.99,CUST0198,2026-02-07 10:34:55.354449
TXN000305,2026-01-09 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,3,9.85,29.55,CUST0052,2026-02-07 10:34:55.354735
TXN000306,2026-02-01 10:34:55,4,Mens Casual Slim Fit,men's clothing,5,15.99,79.95,CUST0119,2026-02-07 10:34:55.355028
TXN000307,2025-11-11 10:34:55,4,Mens Casual Slim Fit,men's clothing,5,15.99,79.95,CUST0003,2026-02-07 10:34:55.355286
TXN000308,2026-02-04 10:34:55,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,4,9.85,39.4,CUST0006,2026-02-07 10:34:55.355618
TXN000309,2025-12-27 10:34:55,3,Mens Cotton Jacket,men's clothing,4,55.99,223.96,CUST0102,2026-02-07 10:34:55.356155
TXN000310,2025-12-10 10:34:55,4,Mens Casual Slim Fit,men's clothing,3,15.99,47.97,CUST0099,2026-02-07 10:34:55.357086
TXN000311,2026-01-25 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,1,7.95,7.95,CUST0052,2026-02-07 10:34:55.357594
TXN000312,2025-11-13 10:34:55,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3,109.95,329.85,CUST0196,2026-02-07 10:34:55.358144
TXN000313,2026-01-07 10:34:55,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,5,109.0,545.0,CUST0141,2026-02-07 10:34:55.358598
TXN000314,2026-01-25 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,5,22.3,111.5,CUST0163,2026-02-07 10:34:55.359069
TXN000315,2025-11-14 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,3,22.3,66.9,CUST0098,2026-02-07 10:34:55.359510
TXN000316,2025-12-17 10:34:55,7,White Gold Plated Princess,jewelery,2,9.99,19.98,CUST0152,2026-02-07 10:34:55.360017
TXN000317,2026-01-31 10:34:55,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,5,114.0,570.0,CUST0066,2026-02-07 10:34:55.360935
TXN000318,2026-01-19 10:34:55,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,2,22.3,44.6,CUST0029,2026-02-07 10:34:55.361748
TXN000319,2026-01-21 10:34:55,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0174,2026-02-07 10:34:55.364046
TXN000320,2025-12-24 10:34:55,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,4,695.0,2780.0,CUST0049,2026-02-07 10:34:55.364786
TXN000321,2025-11-27 10:34:55,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,5,64.0,320.0,CUST0069,2026-02-07 10:34:55.365354
TXN000322,2025-11-16 10:34:55,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,4,109.0,436.0,CUST0059,2026-02-07 10:34:55.365863
TXN000323,2025-12-16 10:34:55,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,3,109.0,327.0,CUST0035,2026-02-07 10:34:55.366418
TXN000324,2026-01-05 10:34:55,19,Opna Women's Short Sleeve Moisture,women's clothing,5,7.95,39.75,CUST0074,2026-02-07 10:34:55.367281
